  _Vind,_kias |   _Vind,_keas |   Vtrue,_ktas |   Vtrue,_ktgs |   _Vind,__mph |   Vtrue,mphas |   Vtrue,mphgs |   ____M,_ftlb |   ____L,_ftlb |   ____N,_ftlb |   ____Q,rad/s |   ____P,rad/s |   ____R,rad/s |   pitch,__deg |   _roll,__deg |   hding,_true |   hding,__mag |   alpha,__deg |   _beta,__deg |   hpath,__deg |   vpath,__deg |   _slip,__deg |   __lat,__deg |   __lon,__deg |   __alt,ftmsl |   __alt,ftagl |   ___on,runwy |   __alt,__ind |   __lat,orign |   __lon,orign |   ____X,____m |   ____Y,____m |   ____Z,____m |   ___vX,__m/s |   ___vY,__m/s |   ___vZ,__m/s |   _dist,___ft |   _dist,___nm | 
    159.49260 |     161.94099 |     166.63405 |     165.61526 |     183.54082 |     191.75905 |     191.75905 | -217038.10938 |  -67149.89063 |   -2172.98242 |       0.00659 |      -0.00146 |      -0.00053 |       1.54124 |      -0.10291 |      57.10131 |      55.77919 |       7.88109 |      -0.01266 |      57.12748 |      -6.33895 |       0.00222 |      51.86438 |       4.20911 |    1939.28320 |    1942.19312 |       0.00000 |    1969.70923 |      51.50000 |       4.00000 |   14375.84180 |     445.76672 |  -40587.14844 |      71.40364 |      -9.92236 |     -46.38604 |    1822.55884 |       0.29995 | 
    159.59486 |     162.06128 |     166.75012 |     165.74249 |     183.65849 |     191.89262 |     191.89262 | -192853.98438 |    1749.89038 |    1347.52820 |       0.00176 |      -0.00399 |      -0.00052 |       1.56266 |      -0.12347 |      57.09829 |      55.77614 |       7.86552 |      -0.01106 |      57.12565 |      -6.30195 |      -0.00081 |      51.86443 |       4.20921 |    1936.17932 |    1939.22473 |       0.00000 |    1966.62109 |      51.50000 |       4.00000 |   14383.00293 |     444.77487 |  -40591.80078 |      71.45705 |      -9.87437 |     -46.42441 |    1850.57556 |       0.30457 | 
    159.69711 |     162.18349 |     166.86819 |     165.87006 |     183.77617 |     192.02850 |     192.02852 | -117302.21875 |    6761.61182 |    1513.90063 |      -0.00170 |      -0.00307 |      -0.00048 |       1.56042 |      -0.14311 |      57.09555 |      55.77336 |       7.83135 |      -0.00957 |      57.12403 |      -6.27001 |      -0.00126 |      51.86447 |       4.20932 |    1933.10071 |    1936.28125 |       0.00000 |    1963.53882 |      51.50000 |       4.00000 |   14390.14453 |     443.79089 |  -40596.44141 |      71.51077 |      -9.83395 |     -46.46256 |    1878.51697 |       0.30916 | 
    159.80093 |     162.30908 |     166.98979 |     165.99861 |     183.89563 |     192.16843 |     192.16841 |  -40467.20703 |    2907.09985 |    1163.18262 |      -0.00326 |      -0.00263 |      -0.00044 |       1.54468 |      -0.15916 |      57.09306 |      55.77084 |       7.79132 |      -0.00814 |      57.12218 |      -6.24570 |      -0.00175 |      51.86451 |       4.20942 |    1930.02710 |    1933.34302 |       0.00000 |    1960.44666 |      51.50000 |       4.00000 |   14397.30566 |     442.80823 |  -40601.09375 |      71.56470 |      -9.80505 |     -46.50121 |    1906.53723 |       0.31378 | 
    159.90730 |     162.43814 |     167.11496 |     166.12912 |     184.01805 |     192.31247 |     192.31247 |  -16043.93066 |    5454.78760 |    1169.90759 |      -0.00370 |      -0.00221 |      -0.00041 |       1.52443 |      -0.17313 |      57.09078 |      55.76853 |       7.75193 |      -0.00664 |      57.12019 |      -6.22657 |      -0.00217 |      51.86455 |       4.20952 |    1926.94824 |    1930.40039 |       0.00000 |    1957.33936 |      51.50000 |       4.00000 |   14404.50391 |     441.82376 |  -40605.77344 |      71.61932 |      -9.78399 |     -46.54054 |    1934.70032 |       0.31841 | 
    160.01500 |     162.56856 |     167.24156 |     166.26009 |     184.14198 |     192.45816 |     192.45819 |    9026.14355 |   28618.43359 |    2537.42871 |      -0.00383 |       0.00023 |      -0.00035 |       1.50269 |      -0.17864 |      57.08879 |      55.76651 |       7.71405 |      -0.00615 |      57.11834 |      -6.21043 |      -0.00170 |      51.86459 |       4.20963 |    1923.91187 |    1927.49866 |       0.00000 |    1954.26990 |      51.50000 |       4.00000 |   14411.62207 |     440.85272 |  -40610.39844 |      71.67426 |      -9.76745 |     -46.57980 |    1962.55359 |       0.32299 | 
    160.12708 |     162.70360 |     167.37288 |     166.39490 |     184.27095 |     192.60928 |     192.60928 |   13390.80664 |   15006.51953 |    2042.90662 |      -0.00355 |       0.00277 |      -0.00028 |       1.48159 |      -0.16770 |      57.08718 |      55.76486 |       7.67942 |      -0.00744 |      57.11645 |      -6.19689 |      -0.00109 |      51.86464 |       4.20973 |    1920.84326 |    1924.56628 |       0.00000 |    1951.16296 |      51.50000 |       4.00000 |   14418.83301 |     439.87122 |  -40615.08594 |      71.73079 |      -9.75504 |     -46.62017 |    1990.76941 |       0.32764 | 
    160.24091 |     162.84000 |     167.50562 |     166.53065 |     184.40195 |     192.76202 |     192.76204 |   17069.82031 |    2635.26636 |    1543.79626 |      -0.00319 |       0.00345 |      -0.00023 |       1.46260 |      -0.14920 |      57.08591 |      55.76355 |       7.64838 |      -0.00929 |      57.11447 |      -6.18485 |      -0.00168 |      51.86468 |       4.20984 |    1917.81519 |    1921.59924 |       0.00000 |    1948.09631 |      51.50000 |       4.00000 |   14425.96289 |     438.90265 |  -40619.71875 |      71.78767 |      -9.74492 |     -46.66088 |    2018.66833 |       0.33223 | 
    160.35881 |     162.98044 |     167.64249 |     166.67015 |     184.53763 |     192.91954 |     192.91956 |   21286.29492 |   20194.43750 |    2678.96875 |      -0.00274 |       0.00415 |      -0.00017 |       1.44582 |      -0.12851 |      57.08488 |      55.76249 |       7.62075 |      -0.01136 |      57.11268 |      -6.17401 |      -0.00272 |      51.86472 |       4.20994 |    1914.76868 |    1918.42749 |       0.00000 |    1945.00977 |      51.50000 |       4.00000 |   14433.15039 |     437.92801 |  -40624.39063 |      71.84631 |      -9.73678 |     -46.70242 |    2046.79041 |       0.33686 | 
    160.47997 |     163.12430 |     167.78287 |     166.81236 |     184.67705 |     193.08109 |     193.08109 |   59602.27734 |   13223.27539 |    2605.89575 |      -0.00180 |       0.00542 |      -0.00010 |       1.43277 |      -0.10049 |      57.08421 |      55.76179 |       7.59923 |      -0.01424 |      57.11115 |      -6.16555 |      -0.00350 |      51.86476 |       4.21005 |    1911.72437 |    1915.25781 |       0.00000 |    1941.92639 |      51.50000 |       4.00000 |   14440.34277 |     436.95404 |  -40629.06641 |      71.90630 |      -9.73241 |     -46.74437 |    2074.93628 |       0.34149 | 
    160.60434 |     163.27161 |     167.92680 |     166.95769 |     184.82018 |     193.24672 |     193.24675 |   58630.03125 |    4205.64551 |    2395.63989 |      -0.00042 |       0.00595 |      -0.00004 |       1.42714 |      -0.06741 |      57.08393 |      55.76147 |       7.58660 |      -0.01758 |      57.10979 |      -6.15856 |      -0.00497 |      51.86480 |       4.21015 |    1908.67871 |    1912.08643 |       0.00000 |    1938.84387 |      51.50000 |       4.00000 |   14447.54688 |     435.97952 |  -40633.75000 |      71.96780 |      -9.73041 |     -46.78695 |    2103.12842 |       0.34613 | 
    160.73134 |     163.42175 |     168.07364 |     167.10603 |     184.96632 |     193.41570 |     193.41570 |   56709.26953 |   -4797.67041 |    2113.32446 |       0.00091 |       0.00570 |       0.00003 |       1.42926 |      -0.03382 |      57.08401 |      55.76152 |       7.58116 |      -0.02081 |      57.10867 |      -6.15101 |      -0.00708 |      51.86485 |       4.21026 |    1905.64331 |    1908.92578 |       0.00000 |    1935.77490 |      51.50000 |       4.00000 |   14454.73535 |     435.00830 |  -40638.42188 |      72.03077 |      -9.72772 |     -46.83011 |    2131.25781 |       0.35076 | 
    160.86150 |     163.57555 |     168.22421 |     167.25847 |     185.11610 |     193.58897 |     193.58899 |   54271.28516 |   -8216.76953 |    2028.94678 |       0.00220 |       0.00488 |       0.00009 |       1.43890 |      -0.00374 |      57.08444 |      55.76192 |       7.58215 |      -0.02349 |      57.10778 |      -6.14237 |      -0.00968 |      51.86489 |       4.21036 |    1902.60095 |    1905.75769 |       0.00000 |    1932.70044 |      51.50000 |       4.00000 |   14461.95020 |     434.03470 |  -40643.11328 |      72.09570 |      -9.72359 |     -46.87411 |    2159.49023 |       0.35541 | 
    160.99373 |     163.73204 |     168.37756 |     167.41408 |     185.26828 |     193.76544 |     193.76544 |   51382.41797 |   -8831.46582 |    2011.65527 |       0.00342 |       0.00390 |       0.00014 |       1.45562 |       0.02090 |      57.08519 |      55.76264 |       7.58881 |      -0.02538 |      57.10719 |      -6.13232 |      -0.01239 |      51.86493 |       4.21047 |    1899.57214 |    1902.60339 |       0.00000 |    1929.64172 |      51.50000 |       4.00000 |   14469.14355 |     433.06540 |  -40647.78906 |      72.16224 |      -9.71747 |     -46.91868 |    2187.63989 |       0.36004 | 
    161.12947 |     163.89296 |     168.53545 |     167.57483 |     185.42448 |     193.94713 |     193.94716 |   48098.70703 |   -8204.93945 |    1992.34717 |       0.00457 |       0.00295 |       0.00020 |       1.47930 |       0.04014 |      57.08630 |      55.76371 |       7.60051 |      -0.02648 |      57.10681 |      -6.12034 |      -0.01505 |      51.86497 |       4.21057 |    1896.52283 |    1899.42749 |       0.00000 |    1926.56177 |      51.50000 |       4.00000 |   14476.39844 |     432.08945 |  -40652.50781 |      72.23119 |      -9.70870 |     -46.96441 |    2216.03247 |       0.36471 | 
    161.26642 |     164.05609 |     168.69559 |     167.73845 |     185.58209 |     194.13142 |     194.13142 |   44529.96094 |   -7090.62744 |    1940.32837 |       0.00564 |       0.00211 |       0.00025 |       1.50909 |       0.05415 |      57.08772 |      55.76510 |       7.61625 |      -0.02677 |      57.10667 |      -6.10630 |      -0.01749 |      51.86501 |       4.21068 |    1893.50098 |    1896.27979 |       0.00000 |    1923.51025 |      51.50000 |       4.00000 |   14483.60449 |     431.12210 |  -40657.19141 |      72.30157 |      -9.69690 |     -47.01068 |    2244.23096 |       0.36935 | 
    161.40578 |     164.22284 |     168.85945 |     167.90657 |     185.74246 |     194.32001 |     194.32001 |   40819.11719 |   -5850.25098 |    1843.87195 |       0.00662 |       0.00141 |       0.00031 |       1.54477 |       0.06386 |      57.08949 |      55.76683 |       7.63540 |      -0.02636 |      57.10670 |      -6.08977 |      -0.01967 |      51.86506 |       4.21078 |    1890.47803 |    1893.13074 |       0.00000 |    1920.45581 |      51.50000 |       4.00000 |   14490.83105 |     430.15433 |  -40661.89063 |      72.37404 |      -9.68154 |     -47.05802 |    2272.51074 |       0.37401 | 
    161.54774 |     164.39363 |     169.02750 |     168.07970 |     185.90584 |     194.51338 |     194.51338 |   37069.51563 |   -4660.45068 |    1706.33093 |       0.00752 |       0.00084 |       0.00036 |       1.58596 |       0.07002 |      57.09155 |      55.76886 |       7.65728 |      -0.02532 |      57.10687 |      -6.07047 |      -0.02155 |      51.86510 |       4.21089 |    1887.45020 |    1889.97607 |       0.00000 |    1917.39307 |      51.50000 |       4.00000 |   14498.09082 |     429.18484 |  -40666.61328 |      72.44879 |      -9.66218 |     -47.10661 |    2300.92139 |       0.37868 | 
    161.69131 |     164.56754 |     169.19873 |     168.25687 |     186.07104 |     194.71043 |     194.71045 |   33334.60547 |   -3586.69458 |    1529.00513 |       0.00833 |       0.00039 |       0.00040 |       1.63188 |       0.07334 |      57.09390 |      55.77118 |       7.68106 |      -0.02375 |      57.10716 |      -6.04833 |      -0.02308 |      51.86514 |       4.21099 |    1884.43835 |    1886.83765 |       0.00000 |    1914.34290 |      51.50000 |       4.00000 |   14505.33691 |     428.22031 |  -40671.32422 |      72.52541 |      -9.63866 |     -47.15620 |    2329.28052 |       0.38335 | 
    161.84764 |     164.75769 |     169.38597 |     168.45145 |     186.25095 |     194.92590 |     194.92590 |   29347.28516 |   -2570.02441 |    1299.42749 |       0.00911 |       0.00004 |       0.00045 |       1.68582 |       0.07447 |      57.09670 |      55.77394 |       7.70804 |      -0.02159 |      57.10759 |      -6.02136 |      -0.02433 |      51.86518 |       4.21111 |    1881.23010 |    1883.52295 |       0.00000 |    1911.07336 |      51.50000 |       4.00000 |   14513.08887 |     427.19263 |  -40676.36328 |      72.60963 |      -9.60869 |     -47.21057 |    2359.61646 |       0.38834 | 
    161.98151 |     164.92262 |     169.54877 |     168.62134 |     186.40500 |     195.11325 |     195.11324 |   26326.70508 |   -1866.39600 |    1091.41272 |       0.00969 |      -0.00018 |       0.00048 |       1.73514 |       0.07406 |      57.09927 |      55.77648 |       7.73153 |      -0.01943 |      57.10802 |      -5.99553 |      -0.02506 |      51.86522 |       4.21120 |    1878.50781 |    1880.80017 |       0.00000 |    1908.31531 |      51.50000 |       4.00000 |   14519.69629 |     426.32040 |  -40680.66016 |      72.68324 |      -9.57893 |     -47.25798 |    2385.47070 |       0.39260 | 
    162.11501 |     165.08817 |     169.71220 |     168.79253 |     186.55862 |     195.30133 |     195.30133 |   23422.38477 |   -1264.79895 |     870.61145 |       0.01020 |      -0.00032 |       0.00050 |       1.78647 |       0.07277 |      57.10194 |      55.77912 |       7.75486 |      -0.01711 |      57.10850 |      -5.96752 |      -0.02549 |      51.86526 |       4.21130 |    1875.83752 |    1878.12927 |       0.00000 |    1905.60352 |      51.50000 |       4.00000 |   14526.20605 |     425.46469 |  -40684.89063 |      72.75745 |      -9.54585 |     -47.30570 |    2410.94580 |       0.39679 | 
    162.26067 |     165.26913 |     169.89105 |     168.98053 |     186.72624 |     195.50714 |     195.50714 |   20489.32813 |    -726.08325 |     627.11383 |       0.01069 |      -0.00042 |       0.00052 |       1.84429 |       0.07073 |      57.10492 |      55.78206 |       7.77979 |      -0.01447 |      57.10907 |      -5.93463 |      -0.02566 |      51.86530 |       4.21140 |    1872.98364 |    1875.27490 |       0.00000 |    1902.68994 |      51.50000 |       4.00000 |   14533.19922 |     424.54987 |  -40689.44141 |      72.83900 |      -9.50615 |     -47.35808 |    2438.31519 |       0.40130 | 
    162.41661 |     165.46315 |     170.08304 |     169.18306 |     186.90570 |     195.72807 |     195.72809 |   17672.38086 |    -267.77399 |     370.69382 |       0.01113 |      -0.00047 |       0.00054 |       1.90784 |       0.06818 |      57.10817 |      55.78528 |       7.80556 |      -0.01159 |      57.10973 |      -5.89684 |      -0.02551 |      51.86535 |       4.21151 |    1869.99341 |    1872.28381 |       0.00000 |    1899.62207 |      51.50000 |       4.00000 |   14540.57227 |     423.59103 |  -40694.23438 |      72.92690 |      -9.45964 |     -47.41448 |    2467.16797 |       0.40604 | 
    162.57266 |     165.65784 |     170.27573 |     169.38701 |     187.08528 |     195.94981 |     195.94981 |   15045.91699 |     102.86084 |     112.22778 |       0.01151 |      -0.00048 |       0.00055 |       1.97278 |       0.06554 |      57.11143 |      55.78851 |       7.83010 |      -0.00870 |      57.11042 |      -5.85644 |      -0.02507 |      51.86539 |       4.21161 |    1867.06226 |    1869.35205 |       0.00000 |    1896.60596 |      51.50000 |       4.00000 |   14547.84863 |     422.65082 |  -40698.96484 |      73.01544 |      -9.40907 |     -47.47125 |    2495.64063 |       0.41073 | 
    162.73251 |     165.85719 |     170.47322 |     169.59671 |     187.26924 |     196.17709 |     196.17708 |   12670.67285 |     387.16919 |    -129.20520 |       0.01182 |      -0.00045 |       0.00054 |       2.04019 |       0.06299 |      57.11473 |      55.79177 |       7.85370 |      -0.00582 |      57.11116 |      -5.81262 |      -0.02434 |      51.86543 |       4.21172 |    1864.12573 |    1866.41479 |       0.00000 |    1893.57239 |      51.50000 |       4.00000 |   14555.19043 |     421.70856 |  -40703.73828 |      73.10653 |      -9.35342 |     -47.52960 |    2524.37305 |       0.41546 | 
    162.89372 |     166.05798 |     170.67221 |     169.80865 |     187.45476 |     196.40608 |     196.40608 |   10586.28125 |     600.07190 |    -360.63638 |       0.01209 |      -0.00039 |       0.00054 |       2.10873 |       0.06072 |      57.11798 |      55.79500 |       7.87576 |      -0.00306 |      57.11194 |      -5.76615 |      -0.02336 |      51.86547 |       4.21183 |    1861.23120 |    1863.51953 |       0.00000 |    1890.57117 |      51.50000 |       4.00000 |   14562.48535 |     420.77936 |  -40708.48047 |      73.19862 |      -9.29363 |     -47.58856 |    2552.92017 |       0.42016 | 
